"","trial_type","condition","chapter_num","page_content","query_predicate1","query_predicate2","question_order","conjunct_order","response1","response2","rt","kind","predicate_1","predicate_2","chapter","quantifier","workerid","memory_fail","slider_fail","bad_expln","n_correct","bad_ratings"
"1055","critical","s",5,"Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes unlike any other continent on Dax. Mooks have territories at the tops of tall mountains and mooks have territories at the bottom of deep canyons.","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","same","same",0.71,0.56,12633,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1056","filler","uninterrupted",6,"Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes","come close to kazzes","same","same",0.65,0.46,12925,"feps","eat kazzes","come close to kazzes","Kazzes","none","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1057","critical","np",7,"Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and trullets.","carry their young in guklags","carry their young in trullets","reverse","same",0.32,0.44,12407,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1058","filler","uninterrupted",8,"The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax","last a long time","same","reverse",0.55,0.46,11640,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1059","critical","pp",9,"Glippets are large creatures with a life-span of about sixty years. They live on the southern continent of Caro and on the northern continent of Este.","live on the continent of Caro","live on the continent of Este","same","same",0.36,0.18,17682,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1060","filler","uninterrupted",10,"Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year","have purple petals","reverse","same",0.98,0.81,26127,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1061","critical","np",11,"Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on xorfun and tunkel.","chew on xorfun","chew on tunkel","same","same",0.53,0.82,13709,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1062","filler","uninterrupted",12,"Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans","live for a very long time","reverse","same",0.65,0.78,10622,"supools","live in the oceans","live for a very long time","Supools","all","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1063","critical","vp",13,"Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as fishermen and work as stup-herders.","are stup-herders","are fishermen","reverse","reverse",0.49,0.7,9927,"Krens","are stup-herders","are fishermen","Finding food","generic","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1064","filler","uninterrupted",14,"Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert","are very hard to find","same","same",0.92,0.98,24578,"wopis","live in the desert","are very hard to find","Wopis","all","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1065","filler","uninterrupted",15,"The morseth lives part of its life in the sea and part of its life on land. All morseths come on land to find mates. Most morseths build permanent structures called fendles in order to bury their dead.","build permanent structures called fendles","come on land to find mates","same","reverse",0.95,0.92,13723,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1066","critical","s",16,"Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in droops and they build their nests in gluers.","build nests in gluers","build nests in droops","reverse","reverse",0.81,0.97,10710,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1067","filler","uninterrupted",17,"Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute","tolerate apaffs to some extent","same","reverse",0.82,1,11464,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1068","filler","uninterrupted",18,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","reverse","reverse",0.8,0.86,10112,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1069","critical","pp",19,"The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant fujusi and to plant soroneeks.","flood their fields to plant fujusi","flood their fields to plant soroneeks","reverse","same",0.81,0.79,19156,"farmers in the springtime","flood their fields to plant fujusi","flood their fields to plant soroneeks","Agriculture","generic","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1070","filler","uninterrupted",20,"Zorf the mapmaker lives in Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town","live in the residential quarter","same","same",0.86,0.68,12161,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1071","critical","np",21,"Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with smooth skin and bumpy skin.","produce fruit with bumpy skin","produce fruit with smooth skin","reverse","reverse",0.9,0.79,11478,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1072","filler","uninterrupted",22,"Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones","fly","same","reverse",0.88,0.74,13414,"blins","have hollow bones","fly","Blins","all","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1073","critical","pp",23,"The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Tinno guild and of the Farza guild.","are part of the Tinno guild","are part of the Farza guild","reverse","same",0.96,0.86,10202,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1074","filler","uninterrupted",24,"Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands","fly towards the mountains in search of food","same","same",0.88,0.95,10857,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1075","critical","vp",25,"Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in the abandoned burrows of other animals and hibernate in fallen logs.","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","reverse","reverse",0.96,0.85,11097,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","b12752e3dcbff696bf4ab9efb28bf5c4",TRUE,FALSE,TRUE,6,FALSE
"1076","filler","uninterrupted",1,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","reverse","same",0.87,0.83,14885,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","7fb721a8748660a36b0bf33d07b465f2",FALSE,FALSE,TRUE,9,FALSE
"1077","filler","uninterrupted",2,"Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones","fly","reverse","reverse",1,1,15117,"blins","have hollow bones","fly","Blins","all","7fb721a8748660a36b0bf33d07b465f2",FALSE,FALSE,TRUE,9,FALSE
"1078","filler","uninterrupted",3,"Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans","live for a very long time","same","reverse",1,1,18028,"supools","live in the oceans","live for a very long time","Supools","all","7fb721a8748660a36b0bf33d07b465f2",FALSE,FALSE,TRUE,9,FALSE
