"","trial_type","condition","page_content","query_predicate","response","rt","kind","predicate_1","predicate_2","chapter","quantifier","workerid","memory_fail","slider_fail","bad_expln","n_correct","bad_ratings"
"1464","critical","np","Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and droops.","build nests in gluers",0.5,35725,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1465","filler","uninterrupted","The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax",0,63174,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1466","critical","vp","The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Tinno guild  and are part of the Farza guild.","are part of the Tinno guild",0.66,49225,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1467","filler","uninterrupted","Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga",0.2,38884,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1468","critical","np","Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as stup-herders and fishermen.","are stup-herders",1,86389,"Krens","are stup-herders","are fishermen","Finding food","generic","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1469","filler","uninterrupted","Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes",0,24058,"feps","eat kazzes","come close to kazzes","Kazzes","none","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1470","critical","vp","Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs   and hibernate in the abandoned burrows of other animals.","hibernate in fallen logs",0.6,36555,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1471","filler","uninterrupted","The morseth lives part of its life in the sea and part of its life on land. Most morseths build permanent structures called fendles in order to bury their dead  kin, and fendles are usually made out of wood.","build permanent structures called fendles",0.8,35638,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1472","critical","np","Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and trullets.","carry their young in guklags",0.5,30427,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1473","filler","uninterrupted","Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon",0.99,171988,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1474","filler","uninterrupted","Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands",1,17638,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1475","critical","s","Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes  unlike any other continent on Dax. Mooks have territories at the tops of tall mountains and mooks have territories at the bottom of deep canyons.","have territories at the tops of tall mountains",0.5,56013,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","b7ca4e22ce73506ccb019c3113166247",FALSE,FALSE,TRUE,9,FALSE
"1476","filler","uninterrupted","Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones",0.59,17638,"blins","have hollow bones","fly","Blins","all","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1477","filler","uninterrupted","The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax",0.34,47871,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1478","critical","vp","Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and build their nests in droops.","build nests in gluers",0.66,60016,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1479","filler","uninterrupted","Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes",0.64,26592,"feps","eat kazzes","come close to kazzes","Kazzes","none","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1480","critical","pp","Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on xorfun and on tunkel.","chew on xorfun",0.71,9714,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1481","filler","uninterrupted","Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands",0.61,35708,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1482","critical","vp","Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes  unlike any other continent on Dax. Mooks have territories at the tops of tall mountains and have territories at the bottom of deep canyons.","have territories at the tops of tall mountains",0.36,20551,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1483","filler","uninterrupted","Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint",0.4,16863,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1484","critical","pp","The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Caboo religion and to the Daith religion.","ascribe to the Caboo religion",0.62,8231,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1485","filler","uninterrupted","Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon",0.64,132262,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1486","critical","pp","Glippets are large creatures with a life-span of about  sixty years. They live on the southern continent of Caro and on the northern continent of Este.","live on the continent of Caro",0.31,15191,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1487","filler","uninterrupted","Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga",0.31,9959,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1488","filler","uninterrupted","Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert",0.18,19568,"wopis","live in the desert","are very hard to find","Wopis","all","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1489","critical","vp","Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs   and hibernate in the abandoned burrows of other animals.","hibernate in fallen logs",0.61,13352,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
"1490","filler","uninterrupted","The morseth lives part of its life in the sea and part of its life on land. Most morseths build permanent structures called fendles in order to bury their dead  kin, and fendles are usually made out of wood.","build permanent structures called fendles",0.27,67255,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","e6532b573753e96d9385d652aba8da12",TRUE,TRUE,TRUE,5,FALSE
